count_PREDICTION,weather,atemp,datetime_year,datetime_hour,is_weekend,temp_poly_1,temp_poly_2,humidity_poly_1,humidity_poly_2,windspeed_poly_1,windspeed_poly_2,season_Spring,season_Summer,season_Fall,holiday_X1,workingday_X1,datetime_dow_Mon,datetime_dow_Tue,datetime_dow_Wed,datetime_dow_Thu,datetime_dow_Fri,datetime_dow_Sat,datetime_month_Feb,datetime_month_Mar,datetime_month_Apr,datetime_month_May,datetime_month_Jun,datetime_month_Jul,datetime_month_Aug,datetime_month_Sep,datetime_month_Oct,datetime_month_Nov,datetime_month_Dec
4.0160507136,1,11.365,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,0.0155001837542995,0.00420826836945519,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.4177461421,1,13.635,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.4177461421,1,13.635,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.7308429322,1,12.88,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.7308429322,1,12.88,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8576202971,1,11.365,NA,NA,0,-0.0127823641683446,0.00720883554224558,-0.000939538632991154,-0.00862320595880268,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8894826595,1,10.605,NA,NA,0,-0.013791090953198,0.00989698561060822,-0.000939538632991154,-0.00862320595880268,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8549396626,1,10.605,NA,NA,0,-0.013791090953198,0.00989698561060822,-0.00342975521819317,-0.00779428446589775,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.1735181965,1,10.605,NA,NA,0,-0.013791090953198,0.00989698561060822,-0.00342975521819317,-0.00779428446589775,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.993331351,2,11.365,NA,NA,0,-0.0127823641683446,0.00720883554224558,-0.00492388516931438,-0.00673745598232633,0.00258495330174728,-0.00688936939920657,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.3291485234,1,11.365,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00691605843747599,-0.00467562981843123,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.4567869168,2,13.635,NA,NA,0,-0.0107649105986378,0.00244397367630823,-0.0084101883885972,-0.00263971905616001,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.2860823071,2,16.665,NA,NA,0,-0.00975618381378445,0.000367261878733524,-0.00990431833971841,-0.000184201603017438,-0.0150260095382433,0.0151026795316004,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.3364237176,2,14.395,NA,NA,0,-0.0107649105986378,0.00244397367630823,-0.0084101883885972,-0.00263971905616001,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.6980161689,2,15.15,NA,NA,0,-0.00975618381378445,0.000367261878733524,-0.0084101883885972,-0.00263971905616001,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.7261478918,2,15.91,NA,NA,0,-0.00874745702893108,-0.00150563716191187,-0.0084101883885972,-0.00263971905616001,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.4723419788,2,15.15,NA,NA,0,-0.00975618381378445,0.000367261878733524,-0.00641801512043559,-0.00526102080788357,-0.00446257805360401,-0.00322962323227346,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.3759441336,2,15.91,NA,NA,0,-0.00975618381378445,0.000367261878733524,-0.00641801512043559,-0.00526102080788357,-0.00680651147312933,-0.000492288136006827,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.9254025146,2,12.88,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,0.000233154333834288,-0.00643071443892821,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.014047957,1,11.365,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.00293171190115277,-0.00805331469578348,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.0378215992,2,12.12,NA,NA,0,-0.0117736373834912,0.00472449823081225,-0.000939538632991154,-0.00862320595880268,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.0960360383,2,11.365,NA,NA,0,-0.0127823641683446,0.00720883554224558,-0.000939538632991154,-0.00862320595880268,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.9092003203,2,10.605,NA,NA,0,-0.0127823641683446,0.00720883554224558,0.00155067795221086,-0.00828655331039831,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.7036572232,2,10.605,NA,NA,0,-0.0127823641683446,0.00720883554224558,0.00155067795221086,-0.00828655331039831,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8398866555,2,11.365,NA,NA,0,-0.0127823641683446,0.00720883554224558,0.00404089453741288,-0.00678432652068465,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8398866555,2,11.365,NA,NA,0,-0.0127823641683446,0.00720883554224558,0.00404089453741288,-0.00678432652068465,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.7794121143,3,12.12,NA,NA,0,-0.0127823641683446,0.00720883554224558,0.00653111112261489,-0.00411652558966169,-0.00211077908569103,-0.00521352207537233,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.2690814959,3,10.605,NA,NA,0,-0.013791090953198,0.00989698561060822,0.00902132770781691,-0.000283150517329438,0.00845265239894824,-0.00470313333345024,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.7903910031,2,12.88,NA,NA,0,-0.013791090953198,0.00989698561060822,0.0125076309270997,0.00704173914133533,-0.00797847818289199,0.00116092874274697,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.9582263907,1,9.85,NA,NA,0,-0.0127823641683446,0.00720883554224558,-0.000939538632991154,-0.00862320595880268,0.0178441171738248,0.00869224782924832,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.9109241283,1,10.605,NA,NA,0,-0.013791090953198,0.00989698561060822,-0.00342975521819317,-0.00779428446589775,0.00492888672127259,-0.00658641903005171,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.0150806691,1,9.09,NA,NA,0,-0.0147998177380513,0.0127889484359002,-0.00542192848635478,-0.00629193388983111,0.00728068568918558,-0.00551983010750955,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.1889450935,1,9.09,NA,NA,0,-0.0147998177380513,0.0127889484359002,-0.00741410175451639,-0.00404361586332653,0.0108044513668612,-0.00249197278694898,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.0644771058,1,9.09,NA,NA,0,-0.0147998177380513,0.0127889484359002,-0.00542192848635478,-0.00629193388983111,0.0131483847863865,0.00047186394013341,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.7931634969,1,8.335,NA,NA,0,-0.0147998177380513,0.0127889484359002,-0.00741410175451639,-0.00404361586332653,0.0213678828515005,0.0168611074607691,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.8307508477,1,9.09,NA,NA,0,-0.013791090953198,0.00989698561060822,-0.0104023616567588,0.000727550146001497,0.0213678828515005,0.0168611074607691,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3.2814803765,1,9.09,NA,NA,0,-0.013791090953198,0.00989698561060822,-0.0173749680953245,0.0183874860257656,0.0307593476263771,0.0470086655839444,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
